YEAR_MONTH,"REGIONAL_OFFICE_NAME","REGIONAL_OFFICE_CODE","ICB_NAME","ICB_CODE","PCO_NAME","PCO_CODE","PRACTICE_NAME","PRACTICE_CODE","ADDRESS_1","ADDRESS_2","ADDRESS_3","ADDRESS_4","POSTCODE","BNF_CHEMICAL_SUBSTANCE","CHEMICAL_SUBSTANCE_BNF_DESCR","BNF_CODE","BNF_DESCRIPTION","BNF_CHAPTER_PLUS_CODE",QUANTITY,ITEMS,TOTAL_QUANTITY,ADQUSAGE,NIC,ACTUAL_COST,"UNIDENTIFIED"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020A0","Amlodipine","0206020A0AAABAB","Amlodipine 10mg tablets","02: Cardiovascular System","28.",468,"13104.",26208,"308.88","273.96729","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020A0","Amlodipine","0206020A0AAABAB","Amlodipine 10mg tablets","02: Cardiovascular System","56.",1,"56.",112,"1.32","1.17336","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020A0","Amlodipine","0206020A0AAAVAV","Amlodipine 2.5mg tablets","02: Cardiovascular System","28.",5,"140.",70,"24.9","22.13385","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BFACAT","Adizem-SR 90mg capsules","02: Cardiovascular System","28.",2,"56.",28,"8.5","7.55573","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BFAFAE","Adizem-XL 300mg capsules","02: Cardiovascular System","7.",4,"28.",46.66667,"9.16","8.14241","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BFAFAE","Adizem-XL 300mg capsules","02: Cardiovascular System","28.",4,"112.",186.66667,"36.56","32.49854","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BFAGAU","Adizem-XL 120mg capsules","02: Cardiovascular System","28.",10,"280.",186.66667,"91.4","81.81733","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BFAHAV","Adizem-XL 180mg capsules","02: Cardiovascular System","56.",1,"56.",56,"20.74","18.43599","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BFAHAV","Adizem-XL 180mg capsules","02: Cardiovascular System","28.",3,"84.",84,"31.11","28.30013","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BFAIAW","Adizem-XL 240mg capsules","02: Cardiovascular System","7.",4,"28.",37.33333,"11.52","10.24024","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BFAIAW","Adizem-XL 240mg capsules","02: Cardiovascular System","28.",3,"84.",112,"34.56","30.72072","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BFAJAX","Adizem-XL 200mg capsules","02: Cardiovascular System","28.",1,"28.",31.11111,"6.3","5.99755","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BJABAU","Angitil SR 120 capsules","02: Cardiovascular System","56.",1,"56.",37.33333,"6.91","6.14237","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020C0","Diltiazem hydrochloride","0206020C0BJADAW","Angitil XL 240 capsules","02: Cardiovascular System","28.",1,"28.",37.33333,"7.94","7.05794","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CASKGATE STREET SURGERY","C83044","CASKGATE STREET SURGERY","3 CASKGATE STREET","GAINSBOROUGH","LINCOLNSHIRE","DN21 2DJ","0206020C0","Diltiazem hydrochloride","0206020C0BMABAU","Zemtard 120 XL capsules","02: Cardiovascular System","28.",4,"112.",74.66667,"24.4","23.23018","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CASKGATE STREET SURGERY","C83044","CASKGATE STREET SURGERY","3 CASKGATE STREET","GAINSBOROUGH","LINCOLNSHIRE","DN21 2DJ","0206020C0","Diltiazem hydrochloride","0206020C0BMACAV","Zemtard 180 XL capsules","02: Cardiovascular System","28.",2,"56.",56,"12.4","11.80509","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CASKGATE STREET SURGERY","C83044","CASKGATE STREET SURGERY","3 CASKGATE STREET","GAINSBOROUGH","LINCOLNSHIRE","DN21 2DJ","0206020C0","Diltiazem hydrochloride","0206020C0BMADAW","Zemtard 240 XL capsules","02: Cardiovascular System","56.",1,"56.",74.66667,"12.6","11.9827","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020F0","Felodipine","0206020F0AAABAB","Felodipine 5mg modified-release tablets","02: Cardiovascular System","7.",8,"56.",56,"7.76","6.89794","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020F0","Felodipine","0206020F0AAABAB","Felodipine 5mg modified-release tablets","02: Cardiovascular System","56.",4,"224.",224,"30.96","27.52065","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020F0","Felodipine","0206020F0AAABAB","Felodipine 5mg modified-release tablets","02: Cardiovascular System","28.",35,"980.",980,"135.45","120.40282","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020F0","Felodipine","0206020F0AAACAC","Felodipine 10mg modified-release tablets","02: Cardiovascular System","28.",40,"1120.",2240,"192.4","171.33259","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020F0","Felodipine","0206020F0AAACAC","Felodipine 10mg modified-release tablets","02: Cardiovascular System","56.",1,"56.",112,"9.62","8.55131","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020F0","Felodipine","0206020F0AAACAC","Felodipine 10mg modified-release tablets","02: Cardiovascular System","7.",4,"28.",56,"4.8","4.26677","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020F0","Felodipine","0206020F0AAADAD","Felodipine 2.5mg modified-release tablets","02: Cardiovascular System","84.",1,"84.",42,"17.04","15.14702","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020F0","Felodipine","0206020F0AAADAD","Felodipine 2.5mg modified-release tablets","02: Cardiovascular System","56.",3,"168.",84,"34.08","30.29404","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020F0","Felodipine","0206020F0AAADAD","Felodipine 2.5mg modified-release tablets","02: Cardiovascular System","28.",25,"700.",350,"142.","126.22518","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020F0","Felodipine","0206020F0AAADAD","Felodipine 2.5mg modified-release tablets","02: Cardiovascular System","112.",1,"112.",56,"22.72","20.19603","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020R0","Nifedipine","0206020R0BBAHAN","Adalat LA 30mg tablets","02: Cardiovascular System","56.",1,"56.",56,"13.7","12.17806","N"
202404,"MIDLANDS","Y60","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","QJM","NHS LINCOLNSHIRE ICB - 71E","71E00","CAYTHORPE & ANCASTER MEDICAL PRACTICE","C83020","12 ERMINE STREET","ANCASTER","GRANTHAM","LINCOLNSHIRE","NG32 3PP","0206020R0","Nifedipine","0206020R0BGABAM","Coracten SR 10mg capsules","02: Cardiovascular System","60.",2,"120.",40,"7.8","6.9335","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2003","Wound Management & Other Dressings","20030100167","Dressit sterile dressing pack with gloves","20: Dressings","2.",1,"2.",0,"1.4","1.4","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2003","Wound Management & Other Dressings","20031700015","Flaminal Forte gel dressing","20: Dressings","15.",1,"15.",0,"8.44","7.62104","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2003","Wound Management & Other Dressings","20031700015","Flaminal Forte gel dressing","20: Dressings","50.",1,"50.",0,"27.96","27.96","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2003","Wound Management & Other Dressings","20032200026","Independence small wound drainage bag with extra dressing","20: Dressings","40.",1,"40.",0,"487.04","487.04","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2009","Stockinette","20090000740","Eesiban stockinette 15cm","20: Dressings","15.",1,"15.",0,"19.92","17.97023","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2010","Surgical Adhesive Tape","20100000591","Hypafix tape 5cm","20: Dressings","10.",1,"10.",0,"2.86","2.86","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2011","Surgical Sutures","20110000483","Dafilon suture 2gauge 45cm length with 24mm 3/8 curved reverse cutting needle","20: Dressings","1.",2,"2.",0,"2.22","2.07404","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010230177","EasyChamber Spacer with child mask 2-6 years","21: Appliances","1.",2,"2.",0,"13.1","11.83442","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900410","Hypodermic U100 ins syringe sterile single use/single patient use 0.5ml + not less than 12mm needle","21: Appliances","100.",1,"100.",0,"16.9","15.24771","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900687","FastClix lancets 0.3mm/30gauge","21: Appliances","204.",6,"1224.",0,"35.4","31.98742","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900689","GlucoRx lancets 0.31mm/30gauge","21: Appliances","100.",3,"300.",0,"6.75","6.42231","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900689","GlucoRx lancets 0.31mm/30gauge","21: Appliances","200.",44,"8800.",0,"198.","179.04214","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900697","GlucoRx FinePoint Ultra hypod ins needles for pre-filled/reusable pen injectors screw on 4mm/32gauge","21: Appliances","100.",23,"2300.",0,"103.5","94.02107","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900697","GlucoRx FinePoint Ultra hypod ins needles for pre-filled/reusable pen injectors screw on 4mm/32gauge","21: Appliances","300.",1,"300.",0,"13.5","12.18262","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900697","GlucoRx FinePoint Ultra hypod ins needles for pre-filled/reusable pen injectors screw on 4mm/32gauge","21: Appliances","200.",3,"600.",0,"27.","24.37764","N"
